vtmId,dose,unit,vmpId
29439004,2,mg,8791811000001109
29439004,4,mg,8791911000001104
96236000,2.5,mg,8792211000001101
111150008,5,mg,8792411000001102
73454001,12.5,microgram,8792511000001103
7561000,100,microgram,8792611000001104
26574002,1,mg,8793511000001105
26574002,500,microgram,8793611000001109
15432003,2,microgram,8794111000001104
89192008,50,microgram,8794211000001105
7168001,500,mg,8794811000001106
419521006,100,mg,8795711000001104
419521006,10,mg,8795811000001107
419521006,160,mg,8795911000001102
419521006,200,mg,8796011000001105
419521006,250,mg,8796111000001106
419521006,300,mg,8796211000001100
419521006,400,mg,8796311000001108
419521006,500,mg,8796411000001101
37400007,500,mg,8796511000001102
1039008,10,mg,8796611000001103
109081006,850,mg,8796711000001107
108430001,2,mg,8797211000001103
108430001,4,mg,8797411000001104
10071011000001106,10,microgram,8797611000001101
10071011000001106,12.5,microgram,8797711000001105
6625006,50,mg,8799111000001103
329199009,20,mg,8799511000001107
70379000,600,mg,8799611000001106
70379000,500,mg,8799711000001102
70379000,300,mg,8799811000001105
70379000,1,g,8799911000001100
57376006,600,mg,8800011000001107
57376006,1,g,8800111000001108
329260009,100,mg,8800211000001102
47120002,50,mg,8800311000001105
419980002,500,mg,8800411000001103
80127003,50,mg,8800511000001104
421626005,25,mg,8800611000001100
421626005,100,mg,8800711000001109
13297701000001102,500,mg,8801111000001102
325325006,2.5,mg,8802011000001106
10071011000001106,15,microgram,8816711000001105
10071011000001106,200,microgram,8816811000001102
87617007,4.5,mg,8822911000001103
9715011000001100,500,mg,8967211000001109
10565311000001102,100,mg,9055711000001109
398718007,500,mg,9056511000001106
412267009,36,mg,9186811000001107
424675007,113,mg,9186911000001102
34816007,1,g,9261911000001107
34816007,294,mg,9262011000001100
34816007,400,mg,9262111000001104
34816007,500,mg,9262211000001105
34816007,550,mg,9262311000001102
323377002,16,mg,9305811000001107
323377002,24,mg,9305911000001102
323377002,8,mg,9306011000001105
407730002,18,microgram,9478911000001107
108559004,400,microgram,9484411000001101
108792008,20,mg,9526911000001101
108792008,30,mg,9527011000001102
89029005,6,mg,9536311000001104
395271007,150,mg,9553111000001105
46123006,300,mg,9564311000001103
10043411000001102,750,mg,9742711000001104
421692002,5,mg,9831411000001101
421692002,7.5,mg,9831511000001102
108603001,200,mg,9843611000001100
420780004,100,mg,9843911000001106
398971002,15,mg,9864811000001108
422506000,400,mg,9865211000001108
422506000,100,mg,9865311000001100
10043811000001100,600,mg,9992611000001108
36411211000001107,1,g,10064111000001100
7947003,75,mg,10064711000001104
10043811000001100,750,mg,10097111000001108
46123006,120,mg,10140711000001108
10043411000001102,1,g,10141011000001102
108956002,500,mg,10158211000001100
404878004,25,mg,10193111000001107
404878004,50,mg,10193511000001103
404878004,100,mg,10194111000001109
329507006,25,mg,10221311000001100
356862006,20,mg,10225911000001102
38268001,400,mg,10245111000001102
350057002,200,microgram,10328611000001109
72181000001101,20,mg,10424311000001103
413645006,500,mg,10446311000001106
13813003,5,mg,10447211000001101
13296001000001102,50,mg,10475011000001103
412351000,200,microgram,10514211000001108
10043411000001102,750,mg,10561611000001109
58905004,25,mg,10597211000001100
419332007,500,mg,10598211000001101
10604811000001100,500,mg,10604411000001102
422589005,20,mg,10608011000001102
398628008,200,mg,10633711000001101
400389005,100,mg,10647211000001103
421592007,30,mg,10655911000001104
324820003,250,mg,10688211000001106
38268001,400,mg,10774611000001104
13297701000001102,100,mg,10794911000001102
10820011000001102,50,mg,10819611000001105
419521006,140,mg,10825511000001100
10043811000001100,1.5,g,10893511000001108
426922009,300,mg,10931111000001104
329260009,40,mg,11034611000001105
441993002,100,mg,11105211000001106
13965000,125,mg,11146711000001104
46576005,200,mg,11169611000001105
11254511000001103,500,mg,11254111000001107
441573002,400,mg,11358511000001104
108461005,12,mg,11388511000001105
66094001,250,mg,11388911000001103
428712004,100,mg,11394311000001108
400526000,10,mg,11395011000001109
10049011000001109,150,mg,11475111000001108
10049011000001109,300,mg,11475211000001102
29439004,5,mg,11490011000001105
13298001000001103,2,mg,11490211000001100
116523008,2,mg,11490311000001108
87617007,3,mg,11490411000001101
55889005,500,mg,11498711000001109
55889005,150,mg,11499111000001101
96119002,200,mg,11499811000001108
34816007,1.05,g,11550011000001108
10043411000001102,675,mg,11563911000001108
329486002,250,mg,11589211000001100
230581000001104,100,mg,11589411000001101
46123006,1,g,11611611000001107
109129008,1,mg,11649511000001103
109129008,500,microgram,11649611000001104
109129008,5,mg,11649711000001108
15432003,2,microgram,11738011000001105
421737001,15,mg,11762911000001102
421737001,25,mg,11763011000001105
425483000,3,mg,11763211000001100
425483000,6,mg,11763311000001108
425483000,9,mg,11763411000001101
50318003,100,mg,11763511000001102
50318003,200,mg,11763611000001103
46123006,100,mg,11787111000001101
46123006,1,g,11787211000001107
1389007,5,mg,11880411000001105
441671005,200,mg,11943711000001109
329486002,500,mg,11945511000001100
108507005,50,mg,12037411000001103
10043811000001100,625,mg,12185711000001101
51758009,100,mg,12299111000001103
51073002,100,mg,12299311000001101
51073002,100,mg,12299411000001108
51758009,30,mg,12299811000001105
51758009,50,mg,12300211000001106
54544005,50,mg,12303411000001102
60881009,100,mg,12388911000001104
51758009,10,mg,12389411000001104
51758009,30,mg,12389811000001102
51758009,40,mg,12389911000001107
73572009,200,mg,12390211000001109
73572009,30,mg,12390311000001101
73572009,60,mg,12390411000001108
51073002,10,mg,12425011000001109
51073002,25,mg,12425111000001105
51073002,37.5,mg,12425311000001107
51073002,50,mg,12425411000001100
51073002,60,mg,12425511000001101
42444000,25,mg,12425811000001103
116099008,140,mg,12564211000001102
116099008,180,mg,12564311000001105
86977007,1.2,g,12777411000001104
441821005,100,mg,12797811000001108
429802008,100,mg,12865211000001100
12867711000001101,5,mg,12867411000001107
386142008,45,mg,13113111000001105
386142008,30,mg,13113211000001104
395292007,30,mg,13132911000001109
108471007,350,microgram,13133011000001101
86977007,800,mg,13277611000001101
427946009,250,mg,13411111000001108
427946009,500,mg,13411311000001105
428807006,50,mg,13412911000001100
11788811000001107,1.1277,g,13440111000001105
50868004,10,mg,13453711000001104
50868004,5,mg,13453811000001107
22209111000001100,10,mg,13454111000001103
22209111000001100,2.5,mg,13454211000001109
22209111000001100,5,mg,13454411000001108
96370002,10,mg,13466511000001107
96370002,2,mg,13466611000001106
346464005,500,mg,13466911000001100
13568411000001103,110,mg,13532811000001109
13568411000001103,75,mg,13532911000001104
108952000,50,mg,13573711000001106
108473005,2,mg,13639711000001102
108473005,4,mg,13639811000001105
108473005,8,mg,13639911000001100
55867006,225,mg,13663211000001104
54765002,50,mg,13859511000001102
406457005,20,mg,13939111000001104
2571007,25,mg,13961411000001100
398718007,50,mg,13962611000001108
398718007,400,mg,13963411000001101
56602009,1,g,13967911000001100
108556006,4,mg,14013011000001104
350358003,2.5,microgram,14014611000001109
108443001,50,mg,14042811000001105
409488005,10,mg,14062711000001106
409488005,30,mg,14062811000001103
36408911000001109,12.5,mg,14062911000001108
77731008,600,mg,14158511000001104
406457005,15,mg,14159711000001100
442539005,10,mg,14254711000001104
26736008,130,mg,14410311000001103
116523008,4,mg,14576911000001100
38268001,200,mg,14606211000001108
38268001,400,mg,14606311000001100
109113000,4,mg,14608411000001108
55867006,100,mg,14608511000001107
55867006,350,mg,14608611000001106
35646311000001104,0.2,ml,14610211000001108
35646311000001104,0.2,ml,14610311000001100
412130008,200,mg,14680911000001101
441818008,20,mg,14696611000001108
323260004,12.5,mg,14742911000001102
329482000,400,mg,14743011000001105
9900511000001105,500,mg,14780511000001101
55217007,250,mg,14780611000001102
29439004,50,mg,14796411000001104
87617007,1.5,mg,14796911000001107
54765002,12.18,mg,14797011000001106
14817911000001108,30,mg,14800211000001100
350358003,10,microgram,14984111000001109
108432009,150,mg,14984911000001107
108432009,75,mg,14985011000001107
420624001,375,mg,15000811000001106
420624001,500,mg,15000911000001101
420624001,750,mg,15001011000001109
10043811000001100,500,mg,15048211000001100
407734006,2.5,mg,15098011000001101
96309000,12.5,mg,15148111000001100
87617007,3.5,mg,15148211000001106
9715011000001100,500,mg,15160111000001106
66602007,2,mg,15243711000001107
15238711000001100,20,mg,15243911000001109
10043811000001100,750,mg,15361811000001103
38314008,20,mg,15361911000001108
422756008,100,mg,15410411000001101
89192008,30,microgram,15410611000001103
30761007,5,mg,15424511000001100
30761007,10,mg,15425411000001103
30761007,20,mg,15426011000001103
30761007,40,mg,15426411000001107
16602005,2,mg,15436911000001101
12096000,250,mg,15437411000001106
108432009,225,mg,15439111000001107
12839006,3,mg,15473811000001104
15465811000001106,250,mg,15474111000001108
702952002,25,mg,15499111000001100
96221003,200,mg,15506211000001109
108792008,80,mg,15518611000001109
55217007,300,mg,15533111000001100
29439004,1.5,mg,15533211000001106
15525511000001105,5,mg,15533411000001105
16602005,2.5,mg,15533611000001108
230391000001105,5,mg,15535211000001105
412267009,71.4,mg,15611511000001107
109129008,3,mg,15614511000001109
53691001,600,mg,15648011000001100
116523008,6,mg,15649311000001108
38578004,50,mg,15852711000001107
15859911000001104,10,mg,15859211000001108
116523008,2,mg,15914311000001102
116523008,5,mg,15914411000001109
87617007,1,mg,16036611000001103
63639004,50,mg,16036711000001107
12884311000001107,500,mg,16089511000001102
13297701000001102,500,mg,16101611000001107
66094001,300,mg,16101711000001103
703737005,30,mg,16102211000001103
87617007,2,mg,16110111000001108
419521006,400,mg,16130811000001106
108471007,1.05,mg,16174511000001101
108471007,2.1,mg,16174611000001102
108471007,260,microgram,16174711000001106
108471007,3.15,mg,16174811000001103
108471007,520,microgram,16174911000001108
715615002,800,mg,16197411000001103
349802000,50,mg,16197511000001104
424096001,150,mg,16246111000001104
424096001,75,mg,16246211000001105
16251011000001105,500,mg,16324411000001105
55217007,600,mg,16436111000001102
16599811000001100,1,mg,16604011000001101
16599811000001100,2,mg,16604111000001100
7092007,12.5,mg,16632411000001109
13295601000001104,4.5,g,16646711000001100
90332006,1,g,16665611000001108
325238000,40,mg,16702011000001102
17009111000001108,30,mg,17013011000001106
17009111000001108,60,mg,17013111000001107
441610003,120,mg,17042711000001108
10043811000001100,800,mg,17155811000001100
36412011000001105,300,mg,17156311000001104
108693005,100,mg,17175011000001109
10043411000001102,1,g,17280611000001101
420711005,15,mg,17280811000001102
411314009,1,g,17293511000001107
329486002,1,g,17293611000001106
329486002,330,mg,17293711000001102
12495006,150,mg,17295911000001104
17309911000001105,62,mg,17313211000001100
10043811000001100,1.5,g,17335011000001101
418834008,500,mg,17335411000001105
412130008,60,mg,17335711000001104
36409011000001100,10,mg,17369211000001102
412351000,500,microgram,17428711000001101
10043811000001100,1,g,17429311000001106
63639004,500,mg,17429711000001105
10043411000001102,1,g,17528211000001104
412130008,300,mg,17528411000001100
317331009,20,mg,17631311000001107
317331009,40,mg,17631411000001100
370323004,250,mg,17646511000001106
441997001,100,mg,17651511000001100
441997001,200,mg,17651611000001101
349802000,100,mg,17662911000001106
349802000,25,mg,17663011000001103
714680006,500,microgram,17674711000001106
108443001,150,mg,17828611000001101
69708003,500,microgram,17870411000001103
419521006,100,mg,17870811000001101
10312003,1,mg,17872811000001100
10312003,2,mg,17873211000001107
10312003,5,mg,17873811000001108
71516007,12.5,microgram,17995211000001109
72181000001101,10,mg,18037911000001103
108471007,1.57,mg,18045411000001101
108471007,2.62,mg,18045511000001102
703372005,100,mg,18083411000001107
326274003,200,mg,18172111000001108
326274003,600,mg,18172211000001102
373389002,40,mg,18172311000001105
329195003,800,mg,18291211000001101
10043811000001100,500,mg,18298711000001103
86977007,500,mg,18308511000001102
1039008,10,mg,18430611000001102
116109004,500,microgram,18430811000001103
428468009,150,mg,18468211000001109
422756008,140,mg,18470311000001105
422756008,80,mg,18470411000001103
428158006,45,mg,18519911000001101
55217007,300,mg,18562111000001109
26800000,15,mg,18600011000001102
26800000,7.5,mg,18600111000001101
116118002,475,mg,18615211000001100
116118002,950,mg,18615311000001108
414984009,120,mg,18645511000001107
442004000,100,mg,18671811000001106
442004000,150,mg,18671911000001101
442004000,200,mg,18672011000001108
442004000,250,mg,18672111000001109
442004000,50,mg,18672211000001103
329260009,50,mg,18684511000001100
72623000,10,mg,18684611000001101
715640009,500,microgram,18748011000001104
714622001,20,mg,18759311000001105
108432009,37.5,mg,18765111000001101
116118002,660,mg,18767011000001109
329482000,1,g,19274211000001107
56602009,100,mg,19345811000001103
18548003,5,mg,19448911000001107
13568411000001103,150,mg,19469811000001101
413355004,10,mg,19484311000001107
19528811000001106,250,mg,19524511000001101
46123006,250,mg,19524711000001106
38268001,200,mg,19525111000001109
703667006,5,mg,19525211000001103
373389002,80,mg,19525911000001107
15531411000001106,535,mg,19533211000001104
86977007,1,g,19533311000001107
19532711000001103,50,mg,19533411000001100
108704001,100,mg,19608411000001107
108704001,50,mg,19608511000001106
108441004,10,mg,19626711000001106
108441004,15,mg,19626811000001103
108441004,20,mg,19626911000001108
108441004,5,mg,19627011000001107
19678211000001104,5,mg,19677911000001107
87881000,35,mg,19698011000001101
96298001,25,mg,19699111000001107
51758009,5,mg,19722711000001100
19724611000001101,40,mg,19725311000001105
9900511000001105,1,g,19743811000001103
428127005,2.5,mg,19744011000001106
89132005,250,mg,19820811000001109
89132005,250,mg,19820911000001104
6247001,150,mg,19821111000001108
12884311000001107,400,mg,19821511000001104
116093009,27,mg,19822011000001104
442539005,15,mg,19842111000001101
442539005,20,mg,19842211000001107
703777002,25,mg,19842911000001103
432221004,200,mg,19946911000001106
428158006,150,mg,19947311000001108
398718007,500,mg,19977811000001103
5975000,500,mg,20106011000001104
230391000001105,500,mg,20113911000001108
703656005,240,mg,20114011000001106
404851001,500,microgram,20146411000001104
47331002,10,mg,20176811000001101
703737005,5,mg,20293811000001102
108655000,10,mg,20344911000001107
108497001,10,mg,20346711000001101
108497001,5,mg,20346811000001109
418520004,100,mg,20363411000001107
418520004,300,mg,20363511000001106
448917007,20,mg,20418711000001104
16602005,1,mg,20455311000001102
419521006,500,mg,20455511000001108
20439311000001104,25,mg,20455811000001106
15238711000001100,35,mg,20456111000001105
96119002,400,mg,20528411000001107
108600003,30,mg,20528511000001106
108600003,60,mg,20528611000001105
1039008,25,mg,20556311000001100
397225004,250,mg,20556511000001106
29439004,3,mg,20586111000001106
15525511000001105,5,mg,20740211000001107
15525511000001105,10,mg,20947911000001107
13816411000001104,300,mg,21030411000001100
7947003,100,mg,21109511000001106
400389005,60,mg,21134911000001108
21202711000001109,180,mg,21202011000001107
419521006,160,mg,21216311000001107
714517006,250,mg,21248211000001108
108720006,500,mg,21258811000001107
21269511000001107,181.5,mg,21268411000001100
703779004,15,mg,21290711000001107
703779004,20,mg,21290811000001104
30010009,1,mg,21366111000001101
19532711000001103,50,mg,21367411000001108
96298001,100,mg,21394911000001108
16602005,20,mg,21496311000001105
16602005,5,mg,21496411000001103
714679008,100,mg,21496511000001104
429507005,1,mg,21510211000001109
429507005,5,mg,21510311000001101
13295901000001106,50,mg,21580011000001101
71516007,125,microgram,21635711000001109
58883005,300,mg,21711211000001104
108952000,500,mg,21781311000001109
413355004,10,mg,21873711000001101
424096001,800,mg,21890111000001103
6116004,50,mg,21890311000001101
22209211000001106,10,mg,21939811000001102
22209211000001106,2.5,mg,21939911000001107
22209211000001106,5,mg,21940111000001100
703686003,290,microgram,21994511000001107
19532711000001103,10,mg,22052211000001100
19532711000001103,20,mg,22052611000001103
74819009,250,mg,22069911000001109
30934411000001109,123,mg,22099111000001108
30934411000001109,163,mg,22099211000001102
30934411000001109,204,mg,22099311000001105
22122611000001109,84,mg,22154511000001101
1039008,25,mg,22154611000001102
703810000,20,mg,22155011000001108
108669000,500,mg,22155311000001106
56480005,12,mg,22192111000001109
329260009,100,mg,22192411000001104
714020008,250,mg,22223811000001102
325238000,60,mg,22226111000001104
109113000,2,mg,22226311000001102
438240001,267,mg,22343011000001103
429368003,100,mg,22343111000001102
429368003,25,mg,22343211000001108
329507006,9,mg,22374811000001106
31306009,300,mg,22375311000001103
22404211000001106,18,mg,22403411000001107
398628008,300,mg,22437011000001103
22440011000001100,2,mg,22439611000001100
432221004,25,mg,22555811000001108
50318003,200,mg,22683711000001100
63136007,10,mg,22752211000001103
413963008,75,mg,22780411000001107
397224000,300,mg,22781711000001109
421737001,2.5,mg,23344511000001104
329260009,10,mg,23416911000001100
43684009,400,microgram,23417711000001104
23557511000001107,1,g,23559711000001105
108432009,37.5,mg,23560511000001101
23592411000001102,10,mg,23604411000001100
23592411000001102,20,mg,23604511000001101
23592411000001102,5,mg,23604611000001102
57002000,50,mg,23611711000001105
78542000,540,mg,23612011000001100
703669009,12.5,mg,23637311000001105
703669009,25,mg,23637411000001103
703669009,6.25,mg,23637511000001104
116523008,3,mg,23676011000001107
400389005,300,mg,23676111000001108
715555005,10,mg,23707811000001104
703580004,50,mg,23905211000001104
714767001,50,mg,23946111000001105
714771003,150,mg,23984211000001104
714795001,150,mg,23984311000001107
714795001,85,mg,23984411000001100
412485000,10,mg,23985311000001106
24056811000001108,120,mg,24054811000001101
24056811000001108,240,mg,24055011000001106
703681008,300,mg,24104511000001103
24256111000001106,3,mg,24351511000001102
108761006,300,mg,24407611000001109
109143003,15,mg,24408011000001101
54765002,12.2,mg,24408211000001106
715490004,1.5,mg,24408311000001103
715490004,1,mg,24408411000001105
715490004,2.5,mg,24408511000001109
715490004,2,mg,24408611000001108
715490004,500,microgram,24408711000001104
9900511000001105,1.25,g,24450211000001103
429507005,3,mg,24509011000001100
429507005,7,mg,24509111000001104
18548003,60,mg,24510311000001109
714087008,100,mg,24565811000001107
7561000,10,mg,24580511000001101
420282006,100,mg,24580911000001108
713645002,400,mg,24581011000001100
91667005,12.5,mg,24594211000001108
714167009,150,mg,24611011000001106
24617211000001106,8,mg,24616811000001105
24617711000001104,125,mg,24617311000001103
714678000,1,mg,24645311000001104
714678000,5,mg,24645411000001106
714092005,100,mg,24682511000001108
34816007,525,mg,24687711000001101
412130008,30,mg,24688611000001109
419521006,133,mg,25090811000001108
703895009,10,mg,25290511000001101
703895009,25,mg,25290611000001102
441995009,12.5,mg,25370611000001103
715545006,2,mg,25964511000001108
19532711000001103,100,mg,26581411000001103
77731008,200,mg,26584211000001100
432555000,50,mg,26585611000001102
13813003,10,mg,26588011000001101
715585000,18.5,mg,26655311000001106
715585000,37,mg,26655411000001104
715585000,74,mg,26655511000001100
714014007,30,mg,26941111000001108
714014007,60,mg,26941211000001102
329507006,25,mg,27437511000001108
89132005,200,mg,27622711000001101
12884311000001107,50,mg,27800211000001109
714098009,50,mg,27800311000001101
442542004,50,mg,27810211000001106
421592007,45,mg,27810611000001108
442539005,2.5,mg,27810711000001104
58905004,100,mg,27888111000001100
419521006,320,mg,27889011000001106
78542000,280,mg,27890511000001105
27944711000001108,8,mg,27944311000001109
27945611000001103,1,g,27945211000001100
89029005,100,mg,27946311000001103
709283009,100,mg,27946711000001104
709283009,150,mg,27947111000001102
59270007,100,mg,27985211000001107
441821005,25,mg,27985711000001100
441821005,50,mg,27986111000001107
27987311000001107,20,mg,27986911000001105
421196003,850,mg,27987411000001100
713769006,150,mg,27988011000001105
432857000,10,mg,27988511000001102
28013211000001109,20,mg,28012311000001106
28013211000001109,80,mg,28012511000001100
15432003,5,microgram,28049411000001102
54391004,25,mg,28366211000001104
1039008,30,mg,28366311000001107
36412011000001105,385,mg,28366411000001100
715598009,140,mg,28395011000001103
43684009,200,microgram,28395211000001108
1039008,75,mg,28415311000001105
78542000,600,mg,28415411000001103
703726009,2,mg,28422411000001100
116523008,2,mg,28772811000001108
714684002,10,mg,28789011000001101
714684002,20,mg,28789111000001100
714684002,30,mg,28789211000001106
714105004,250,mg,28789411000001105
715613009,100,mg,28790211000001100
715613009,150,mg,28790311000001108
52388000,10,mg,28808411000001103
52388000,2.5,mg,28808611000001100
52388000,20,mg,28808711000001109
109129008,1,mg,28808811000001101
109129008,4,mg,28808911000001106
109129008,750,microgram,28809011000001102
46123006,1.5,g,28880811000001100
46123006,1,g,28880911000001105
109129008,2,mg,28947611000001104
109129008,750,microgram,28947711000001108
108622005,9,mg,29094911000001100
29024111000001106,250,mg,29095011000001100
29024111000001106,50,mg,29095111000001104
29175711000001102,10,mg,29174911000001104
29175711000001102,20,mg,29175311000001101
29176611000001101,2,mg,29175811000001105
29176611000001101,4,mg,29176211000001103
108473005,3,mg,29184311000001107
108473005,6,mg,29184411000001100
29597011000001105,40,mg,29669811000001102
29597011000001105,80,mg,29669911000001107
116523008,8,mg,29670011000001106
13297701000001102,100,mg,29670311000001109
29684511000001102,1,mg,29684111000001106
29685511000001101,100,mg,29685011000001109
426457000,100,mg,29685911000001108
426457000,200,mg,29686311000001102
29691111000001107,350,microgram,29690711000001100
29692011000001103,15,mg,29691611000001104
29692611000001105,6,mg,29692211000001108
29693111000001108,60,mg,29692711000001101
397224000,200,mg,29716411000001103
329517001,1,g,29717311000001108
51758009,50,mg,29732211000001108
77731008,200,mg,29767111000001107
432885003,50,mg,29768811000001101
714092005,50,mg,29862211000001101
13298001000001103,2,mg,29862911000001105
714397006,120,mg,29863211000001107
714109005,10,mg,29888911000001105
714109005,4,mg,29889011000001101
714687009,15,mg,29903211000001100
714687009,30,mg,29903311000001108
714687009,60,mg,29903411000001101
421737001,20,mg,29903711000001107
421737001,7.5,mg,29903811000001104
19931711000001104,500,mg,29942111000001108
713676008,10,mg,29944411000001105
713676008,50,mg,29944811000001107
116523008,3,mg,30104111000001109
30200311000001101,12.5,mg,30197011000001103
